step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,txn_timestamp,txn_date,hour_of_day,transaction_id
239,PAYMENT,137.55,C1027927,1340.57,1203.02,M1007137,1799.75,1799.75,0,0,DEV_529,2025-01-10 23:03:00,2025-01-10,23,TXN_100048
702,CASH_OUT,544.23,C1021834,3152.11,2607.88,M1013520,0.0,544.23,0,0,DEV_865,2025-01-30 06:41:00,2025-01-30,6,TXN_100315
7,TRANSFER,3012.16,C1012798,25456.67,22444.51,M1010403,5156.79,8168.95,0,0,DEV_591,2025-01-01 07:11:00,2025-01-01,7,TXN_100144
437,TRANSFER,363.46,C1023513,0.0,0.0,C2003985,31604.09,31967.55,0,0,DEV_901,2025-01-19 05:00:00,2025-01-19,5,TXN_100295
724,CASH_OUT,1415.41,C1020129,0.0,0.0,M1001922,0.0,1415.41,0,0,DEV_281,2025-01-31 04:15:00,2025-01-31,4,TXN_100620
308,CASH_OUT,2149.17,C1012887,15987.52,13838.35,M1011974,0.0,2149.17,0,0,DEV_801,2025-01-13 20:06:00,2025-01-13,20,TXN_100437
629,CASH_OUT,62368.66,C1008698,63012.42,0.0,M1013425,69585.82,131954.48,1,1,DEV_107,2025-01-27 05:43:00,2025-01-27,5,TXN_100103
560,DEBIT,392.47,C1014704,0.0,392.47,C2012664,27993.39,27993.39,0,0,DEV_950,2025-01-24 08:02:00,2025-01-24,8,TXN_100027
316,DEBIT,791.44,C1011886,1505.16,2296.6,C2010486,0.0,0.0,0,0,DEV_366,2025-01-14 04:49:00,2025-01-14,4,TXN_100548
83,CASH_OUT,86724.38,C1003620,86827.38,0.0,M1000115,54275.86,141000.24,1,1,DEV_120,2025-01-04 11:51:00,2025-01-04,11,TXN_100227
597,PAYMENT,24.63,C1013540,178.03,153.4,C2014074,24729.06,24729.06,0,0,DEV_216,2025-01-25 21:00:00,2025-01-25,21,TXN_100091
408,CASH_OUT,250321.91,C1014900,252030.08,0.0,C2012978,73628.72,323950.63,1,0,DEV_444,2025-01-18 00:04:00,2025-01-18,0,TXN_100166
287,PAYMENT,158.46,C1012601,0.0,0.0,C2002962,35782.68,35782.68,0,0,DEV_141,2025-01-12 23:32:00,2025-01-12,23,TXN_100563
638,DEBIT,559.92,C1001632,1059.91,1619.83,C2000473,0.0,0.0,0,0,DEV_459,2025-01-27 14:26:00,2025-01-27,14,TXN_100421
195,PAYMENT,456.1,C1001519,2432.31,1976.21,C2012940,28734.43,28734.43,0,0,DEV_956,2025-01-09 03:47:00,2025-01-09,3,TXN_100552
267,PAYMENT,20.3,C1017393,134.31,114.01,M1012973,49398.78,49398.78,0,0,DEV_506,2025-01-12 03:33:00,2025-01-12,3,TXN_100202
666,PAYMENT,448.88,C1021039,3067.4,2618.52,M1002998,0.0,0.0,0,0,DEV_346,2025-01-28 18:24:00,2025-01-28,18,TXN_100269
391,CASH_OUT,650.28,C1014538,3910.72,3260.44,C2003821,0.0,650.28,0,0,DEV_974,2025-01-17 07:48:00,2025-01-17,7,TXN_100617
89,PAYMENT,49.25,C1005102,85.28,36.03,C2012530,0.0,0.0,0,0,DEV_242,2025-01-04 17:11:00,2025-01-04,17,TXN_100083
602,TRANSFER,1695.06,C1020374,0.0,0.0,C2011284,0.0,1695.06,0,0,DEV_371,2025-01-26 02:57:00,2025-01-26,2,TXN_100375
371,CASH_OUT,3281.12,C1010089,0.0,0.0,M1008178,0.0,3281.12,0,0,DEV_309,2025-01-16 11:31:00,2025-01-16,11,TXN_100015
646,TRANSFER,94.37,C1010479,480.75,386.38,C2010478,16047.45,16141.82,0,0,DEV_541,2025-01-27 22:13:00,2025-01-27,22,TXN_100514
2,CASH_OUT,1649.82,C1008547,13642.38,11992.56,M1000209,0.0,1649.82,0,0,DEV_732,2025-01-01 02:18:00,2025-01-01,2,TXN_100442
588,CASH_OUT,552390.78,C1026625,555722.9,0.0,C2011460,1383.63,553774.41,1,0,DEV_669,2025-01-25 12:59:00,2025-01-25,12,TXN_100305
116,CASH_OUT,493.24,C1011814,0.0,0.0,C2005020,0.0,493.24,0,0,DEV_983,2025-01-05 20:32:00,2025-01-05,20,TXN_100318
579,CASH_OUT,457.78,C1004624,2977.4,2519.62,M1014629,0.0,457.78,0,0,DEV_752,2025-01-25 03:42:00,2025-01-25,3,TXN_100492
695,CASH_IN,478.4,C1029528,0.0,478.4,M1004542,0.0,478.4,0,0,DEV_481,2025-01-29 23:52:00,2025-01-29,23,TXN_100470
493,CASH_IN,247.85,C1007393,347.16,595.01,M1001071,23055.35,23303.2,0,0,DEV_174,2025-01-21 13:48:00,2025-01-21,13,TXN_100422
598,PAYMENT,466.28,C1016340,2484.53,2018.25,M1001923,0.0,0.0,0,0,DEV_655,2025-01-25 22:00:00,2025-01-25,22,TXN_100359
256,CASH_OUT,1881.87,C1004469,16109.68,14227.8,M1000524,0.0,1881.87,0,0,DEV_763,2025-01-11 16:39:00,2025-01-11,16,TXN_100377
18,PAYMENT,32.77,C1008304,162.84,130.07,C2014843,42640.58,42640.58,0,0,DEV_778,2025-01-01 18:47:00,2025-01-01,18,TXN_100457
126,PAYMENT,362.78,C1015475,375.47,12.69,M1006348,23091.24,23091.24,0,0,DEV_334,2025-01-06 06:42:00,2025-01-06,6,TXN_100569
400,PAYMENT,468.06,C1025412,0.0,0.0,C2008917,28926.53,28926.53,0,0,DEV_452,2025-01-17 16:55:00,2025-01-17,16,TXN_100462
110,CASH_OUT,1612.87,C1017338,6503.97,4891.1,M1007402,0.0,1612.87,0,0,DEV_273,2025-01-05 14:29:00,2025-01-05,14,TXN_100149
467,CASH_OUT,903.72,C1007816,6120.05,5216.33,C2009407,16076.77,16980.48,0,0,DEV_551,2025-01-20 11:09:00,2025-01-20,11,TXN_100262
738,PAYMENT,296.35,C1020289,2285.32,1988.97,M1009950,32098.65,32098.65,0,0,DEV_235,2025-01-31 18:45:00,2025-01-31,18,TXN_100186
569,TRANSFER,871.61,C1008830,3287.9,2416.29,C2012689,0.0,871.61,0,0,DEV_580,2025-01-24 17:13:00,2025-01-24,17,TXN_100171
8,CASH_OUT,937.75,C1014943,7031.14,6093.4,C2012502,17971.67,18909.42,0,0,DEV_100,2025-01-01 08:45:00,2025-01-01,8,TXN_100599
624,TRANSFER,585.63,C1009289,3209.4,2623.76,C2003768,44353.35,44938.98,0,0,DEV_279,2025-01-27 00:34:00,2025-01-27,0,TXN_100332
509,TRANSFER,160230.45,C1008470,160810.21,0.0,C2011827,19018.78,179249.23,1,0,DEV_285,2025-01-22 05:46:00,2025-01-22,5,TXN_100531
210,CASH_IN,312.04,C1016161,0.0,312.04,M1014705,0.0,312.04,0,0,DEV_437,2025-01-09 18:46:00,2025-01-09,18,TXN_100241
252,CASH_OUT,866143.67,C1023764,866228.36,0.0,M1011377,85300.9,951444.57,1,0,DEV_875,2025-01-11 12:36:00,2025-01-11,12,TXN_100334
156,TRANSFER,2765.36,C1001166,0.0,0.0,C2013387,23484.35,26249.7,0,0,DEV_564,2025-01-07 12:51:00,2025-01-07,12,TXN_100081
536,CASH_OUT,3972.76,C1022910,7045.25,3072.48,M1004221,44657.53,48630.29,0,0,DEV_218,2025-01-23 08:31:00,2025-01-23,8,TXN_100373
479,CASH_OUT,389765.21,C1023570,394278.47,0.0,C2006982,52967.71,442732.93,1,0,DEV_865,2025-01-20 23:18:00,2025-01-20,23,TXN_100598
502,CASH_IN,1403.57,C1013960,0.0,1403.57,M1000778,0.0,1403.57,0,0,DEV_911,2025-01-21 22:18:00,2025-01-21,22,TXN_100085
574,CASH_OUT,1626.37,C1012817,6423.4,4797.03,C2007147,14459.65,16086.02,0,0,DEV_361,2025-01-24 22:31:00,2025-01-24,22,TXN_100575
697,CASH_OUT,130.16,C1021298,0.0,0.0,C2004099,0.0,130.16,0,0,DEV_756,2025-01-30 01:45:00,2025-01-30,1,TXN_100216
659,TRANSFER,294.79,C1004489,566.06,271.26,C2014788,0.0,294.79,0,0,DEV_855,2025-01-28 11:21:00,2025-01-28,11,TXN_100611
1,PAYMENT,133.35,C1028373,914.51,781.17,C2014198,0.0,0.0,0,0,DEV_307,2025-01-01 01:38:00,2025-01-01,1,TXN_100404
339,CASH_OUT,2028.72,C1011768,5084.05,3055.32,C2006646,37043.31,39072.04,0,0,DEV_142,2025-01-15 03:18:00,2025-01-15,3,TXN_100282
528,PAYMENT,212.71,C1009286,1914.27,1701.57,M1004048,0.0,0.0,0,0,DEV_621,2025-01-23 00:53:00,2025-01-23,0,TXN_100157
26,PAYMENT,142.38,C1015156,1392.69,1250.32,C2013631,0.0,0.0,0,0,DEV_781,2025-01-02 02:57:00,2025-01-02,2,TXN_100493
570,TRANSFER,535572.95,C1009859,537597.39,0.0,C2001979,89753.19,625326.14,1,1,DEV_390,2025-01-24 18:11:00,2025-01-24,18,TXN_100036
580,TRANSFER,2302.28,C1018638,8840.41,6538.13,M1014403,0.0,2302.28,0,0,DEV_387,2025-01-25 04:19:00,2025-01-25,4,TXN_100389
229,CASH_OUT,539527.33,C1000225,542610.26,0.0,C2001733,89047.23,628574.57,1,0,DEV_765,2025-01-10 13:51:00,2025-01-10,13,TXN_100165
487,CASH_OUT,989.7,C1013884,1273.06,283.36,C2010025,0.0,989.7,0,0,DEV_630,2025-01-21 07:00:00,2025-01-21,7,TXN_100602
270,TRANSFER,812.35,C1003753,7855.25,7042.9,C2009803,14454.96,15267.31,0,0,DEV_759,2025-01-12 06:52:00,2025-01-12,6,TXN_100571
517,PAYMENT,179.78,C1021444,0.0,0.0,C2002012,0.0,0.0,0,0,DEV_523,2025-01-22 13:14:00,2025-01-22,13,TXN_100529
542,TRANSFER,755.25,C1029081,4037.12,3281.86,C2002597,0.0,755.25,0,0,DEV_375,2025-01-23 14:55:00,2025-01-23,14,TXN_100358
252,PAYMENT,128.17,C1009172,1020.67,892.51,C2011359,0.0,0.0,0,0,DEV_934,2025-01-11 12:42:00,2025-01-11,12,TXN_100311
57,CASH_OUT,419.48,C1002552,804.85,385.37,C2012596,33928.34,34347.82,0,0,DEV_389,2025-01-03 09:12:00,2025-01-03,9,TXN_100317
99,TRANSFER,952916.21,C1027429,953427.82,0.0,C2009562,13219.03,966135.24,1,0,DEV_389,2025-01-05 03:26:00,2025-01-05,3,TXN_100252
371,CASH_OUT,65402.82,C1012439,67056.23,0.0,M1013759,36472.5,101875.32,1,0,DEV_222,2025-01-16 11:03:00,2025-01-16,11,TXN_100564
64,CASH_OUT,620.89,C1021377,2085.89,1464.99,M1000701,0.0,620.89,0,0,DEV_876,2025-01-03 16:02:00,2025-01-03,16,TXN_100167
7,CASH_OUT,447.1,C1014136,0.0,0.0,C2006198,607.94,1055.04,0,0,DEV_128,2025-01-01 07:25:00,2025-01-01,7,TXN_100539
148,PAYMENT,567.49,C1009491,4645.66,4078.17,M1014834,7248.23,7248.23,0,0,DEV_370,2025-01-07 04:13:00,2025-01-07,4,TXN_100562
737,TRANSFER,37.89,C1006505,51.86,13.97,C2002237,0.0,37.89,0,0,DEV_874,2025-01-31 17:42:00,2025-01-31,17,TXN_100431
616,DEBIT,202.65,C1010394,385.46,588.11,M1006517,13462.4,13462.4,0,0,DEV_923,2025-01-26 16:39:00,2025-01-26,16,TXN_100566
272,PAYMENT,49.74,C1028172,390.54,340.8,C2006712,36567.19,36567.19,0,0,DEV_254,2025-01-12 08:53:00,2025-01-12,8,TXN_100506
407,CASH_OUT,1317.02,C1013845,10346.08,9029.06,M1003454,0.0,1317.02,0,0,DEV_650,2025-01-17 23:56:00,2025-01-17,23,TXN_100199
567,CASH_OUT,554.08,C1019816,0.0,0.0,M1000377,0.0,554.08,0,0,DEV_487,2025-01-24 15:17:00,2025-01-24,15,TXN_100336
687,PAYMENT,14.54,C1009253,0.0,0.0,M1000002,15536.81,15536.81,0,0,DEV_383,2025-01-29 15:39:00,2025-01-29,15,TXN_100486
296,CASH_OUT,32.13,C1027401,0.0,0.0,M1002745,0.0,32.13,0,0,DEV_125,2025-01-13 08:01:00,2025-01-13,8,TXN_100583
333,CASH_OUT,390.89,C1011149,1488.33,1097.44,M1009434,0.0,390.89,0,0,DEV_413,2025-01-14 21:38:00,2025-01-14,21,TXN_100267
384,CASH_OUT,180578.14,C1014649,185255.45,0.0,M1008739,44482.89,225061.03,1,0,DEV_575,2025-01-17 00:27:00,2025-01-17,0,TXN_100169
393,TRANSFER,125042.1,C1024291,126937.41,0.0,C2006177,67866.94,192909.04,1,0,DEV_149,2025-01-17 09:05:00,2025-01-17,9,TXN_100645
717,TRANSFER,72.01,C1010030,405.24,333.23,C2010994,0.0,72.01,0,0,DEV_662,2025-01-30 21:18:00,2025-01-30,21,TXN_100513
151,CASH_OUT,553.67,C1029560,1715.16,1161.48,M1007866,18745.46,19299.14,0,0,DEV_664,2025-01-07 07:33:00,2025-01-07,7,TXN_100350
642,PAYMENT,155.25,C1018315,1227.27,1072.03,M1009849,47700.18,47700.18,0,0,DEV_605,2025-01-27 18:18:00,2025-01-27,18,TXN_100222
741,CASH_OUT,89.29,C1023320,581.64,492.35,M1011277,0.0,89.29,0,0,DEV_612,2025-01-31 21:32:00,2025-01-31,21,TXN_100356
125,CASH_IN,79.46,C1001744,0.0,79.46,C2008067,0.0,79.46,0,0,DEV_884,2025-01-06 05:41:00,2025-01-06,5,TXN_100174
35,CASH_OUT,381.15,C1019374,3541.28,3160.13,C2007374,43746.76,44127.91,0,0,DEV_401,2025-01-02 11:25:00,2025-01-02,11,TXN_100466
58,CASH_OUT,235.03,C1026697,1083.8,848.77,M1013292,0.0,235.03,0,0,DEV_664,2025-01-03 10:28:00,2025-01-03,10,TXN_100456
512,CASH_OUT,1512.72,C1013634,0.0,0.0,C2007586,0.0,1512.72,0,0,DEV_759,2025-01-22 08:33:00,2025-01-22,8,TXN_100278
316,CASH_OUT,559.85,C1013834,3874.21,3314.36,M1008023,11787.89,12347.74,0,0,DEV_841,2025-01-14 04:07:00,2025-01-14,4,TXN_100610
404,PAYMENT,134.87,C1004437,321.0,186.12,M1003221,1496.78,1496.78,0,0,DEV_334,2025-01-17 20:57:00,2025-01-17,20,TXN_100534
570,CASH_OUT,191.51,C1021174,1484.58,1293.06,M1003859,10571.16,10762.67,0,0,DEV_319,2025-01-24 18:50:00,2025-01-24,18,TXN_100039
558,CASH_OUT,1066.26,C1005732,6278.81,5212.54,M1009521,0.0,1066.26,0,0,DEV_163,2025-01-24 06:15:00,2025-01-24,6,TXN_100077
568,PAYMENT,185.86,C1021375,1045.36,859.49,M1001527,20931.5,20931.5,0,0,DEV_511,2025-01-24 16:21:00,2025-01-24,16,TXN_100195
306,PAYMENT,231.35,C1027453,0.0,0.0,M1002073,14620.47,14620.47,0,0,DEV_177,2025-01-13 18:46:00,2025-01-13,18,TXN_100187
340,CASH_OUT,1205.91,C1014428,5224.74,4018.83,C2012481,0.0,1205.91,0,0,DEV_453,2025-01-15 04:14:00,2025-01-15,4,TXN_100498
526,CASH_OUT,331654.07,C1023560,333645.06,0.0,M1009436,74081.18,405735.25,1,0,DEV_399,2025-01-22 22:35:00,2025-01-22,22,TXN_100635
559,PAYMENT,286.71,C1028949,0.0,0.0,M1002766,35577.98,35577.98,0,0,DEV_195,2025-01-24 07:19:00,2025-01-24,7,TXN_100274
531,CASH_OUT,336774.26,C1010140,339622.71,0.0,C2005587,80784.31,417558.57,1,0,DEV_735,2025-01-23 03:10:00,2025-01-23,3,TXN_100474
656,PAYMENT,717.81,C1018950,0.0,0.0,M1003222,17207.11,17207.11,0,0,DEV_637,2025-01-28 08:59:00,2025-01-28,8,TXN_100631
255,CASH_OUT,476.16,C1007108,0.0,0.0,M1004478,0.0,476.16,0,0,DEV_346,2025-01-11 15:14:00,2025-01-11,15,TXN_100625
247,PAYMENT,75.27,C1028142,637.07,561.8,C2005943,722.41,722.41,0,0,DEV_459,2025-01-11 07:45:00,2025-01-11,7,TXN_100385
496,PAYMENT,45.62,C1021875,0.0,0.0,M1004516,0.0,0.0,0,0,DEV_321,2025-01-21 16:00:00,2025-01-21,16,TXN_100550
261,CASH_OUT,425875.76,C1000396,426800.89,0.0,C2014155,64493.57,490369.33,1,0,DEV_277,2025-01-11 21:41:00,2025-01-11,21,TXN_100480
528,TRANSFER,27.86,C1021269,0.0,0.0,C2003891,0.0,27.86,0,0,DEV_561,2025-01-23 00:13:00,2025-01-23,0,TXN_100397
473,CASH_OUT,4951.69,C1017985,0.0,0.0,M1007968,26980.75,31932.43,0,0,DEV_531,2025-01-20 17:47:00,2025-01-20,17,TXN_100463
199,CASH_OUT,2642.28,C1022598,10037.25,7394.97,M1013717,15833.58,18475.85,0,0,DEV_752,2025-01-09 07:02:00,2025-01-09,7,TXN_100076
57,CASH_OUT,5603.19,C1005097,0.0,0.0,C2013552,0.0,5603.19,0,0,DEV_952,2025-01-03 09:21:00,2025-01-03,9,TXN_100471
36,TRANSFER,2744.96,C1003746,0.0,0.0,C2005084,5102.44,7847.39,0,0,DEV_165,2025-01-02 12:51:00,2025-01-02,12,TXN_100017
602,CASH_OUT,1813.8,C1027365,0.0,0.0,C2000098,0.0,1813.8,0,0,DEV_839,2025-01-26 02:26:00,2025-01-26,2,TXN_100158
118,CASH_OUT,531007.77,C1009589,533937.73,0.0,M1004868,98332.18,629339.95,1,0,DEV_430,2025-01-05 22:30:00,2025-01-05,22,TXN_100623
462,PAYMENT,116.3,C1013872,767.83,651.52,M1001890,8839.71,8839.71,0,0,DEV_245,2025-01-20 06:32:00,2025-01-20,6,TXN_100556
66,TRANSFER,1779.01,C1013233,0.0,0.0,M1008709,0.0,1779.01,0,0,DEV_890,2025-01-03 18:13:00,2025-01-03,18,TXN_100000
340,PAYMENT,55.81,C1009904,0.0,0.0,M1008689,36569.42,36569.42,0,0,DEV_767,2025-01-15 04:38:00,2025-01-15,4,TXN_100430
507,CASH_OUT,509.26,C1011721,0.0,0.0,M1007981,24263.69,24772.95,0,0,DEV_844,2025-01-22 03:02:00,2025-01-22,3,TXN_100265
514,PAYMENT,36.02,C1022200,46.17,10.15,C2012869,19382.38,19382.38,0,0,DEV_552,2025-01-22 10:09:00,2025-01-22,10,TXN_100424
419,CASH_OUT,1344.52,C1019237,9987.25,8642.73,M1008316,19875.65,21220.17,0,0,DEV_586,2025-01-18 11:55:00,2025-01-18,11,TXN_100394
15,TRANSFER,1828.28,C1028061,0.0,0.0,C2006343,24745.88,26574.16,0,0,DEV_226,2025-01-01 15:18:00,2025-01-01,15,TXN_100521
349,TRANSFER,5833.14,C1007301,47263.29,41430.16,C2007157,0.0,5833.14,0,0,DEV_182,2025-01-15 13:39:00,2025-01-15,13,TXN_100568
265,PAYMENT,469.62,C1020071,4091.62,3622.0,M1014474,32547.68,32547.68,0,0,DEV_807,2025-01-12 01:32:00,2025-01-12,1,TXN_100279
287,CASH_OUT,328.75,C1000212,1795.16,1466.4,M1011679,0.0,328.75,0,0,DEV_878,2025-01-12 23:33:00,2025-01-12,23,TXN_100325
570,TRANSFER,138.83,C1002155,760.87,622.05,C2014345,10219.45,10358.28,0,0,DEV_146,2025-01-24 18:24:00,2025-01-24,18,TXN_100108
361,CASH_OUT,523.59,C1005044,3695.34,3171.75,C2005808,47089.13,47612.72,0,0,DEV_635,2025-01-16 01:58:00,2025-01-16,1,TXN_100115
651,CASH_OUT,51436.81,C1021690,54027.34,0.0,M1002590,30347.03,81783.84,1,0,DEV_438,2025-01-28 03:47:00,2025-01-28,3,TXN_100642
210,PAYMENT,114.88,C1005278,177.49,62.61,M1005199,31279.49,31279.49,0,0,DEV_706,2025-01-09 18:58:00,2025-01-09,18,TXN_100127
479,TRANSFER,1089.16,C1004689,0.0,0.0,C2006441,33357.81,34446.98,0,0,DEV_502,2025-01-20 23:47:00,2025-01-20,23,TXN_100260
60,PAYMENT,180.66,C1029908,1342.56,1161.9,C2010415,0.0,0.0,0,0,DEV_331,2025-01-03 12:02:00,2025-01-03,12,TXN_100327
51,CASH_OUT,847.32,C1002491,6908.14,6060.82,C2014140,24692.26,25539.58,0,0,DEV_121,2025-01-03 03:47:00,2025-01-03,3,TXN_100228
619,PAYMENT,71.32,C1010317,685.57,614.25,M1014354,24961.58,24961.58,0,0,DEV_248,2025-01-26 19:51:00,2025-01-26,19,TXN_100253
194,CASH_OUT,726428.39,C1023263,729614.39,0.0,M1004471,65082.58,791510.97,1,0,DEV_450,2025-01-09 02:44:00,2025-01-09,2,TXN_100235
139,CASH_OUT,12277.95,C1006748,58279.78,46001.83,M1012811,0.0,12277.95,0,0,DEV_547,2025-01-06 19:22:00,2025-01-06,19,TXN_100061
535,CASH_OUT,765824.39,C1017913,768525.34,0.0,M1005514,58934.04,824758.44,1,0,DEV_440,2025-01-23 07:45:00,2025-01-23,7,TXN_100649
5,CASH_OUT,969.8,C1009537,3518.41,2548.62,M1014746,19213.26,20183.05,0,0,DEV_206,2025-01-01 05:13:00,2025-01-01,5,TXN_100400
669,CASH_OUT,846.29,C1019971,2313.57,1467.27,C2014549,9708.59,10554.89,0,0,DEV_742,2025-01-28 21:26:00,2025-01-28,21,TXN_100046
234,CASH_IN,16.39,C1018043,40.62,57.01,M1002794,18896.55,18912.95,0,0,DEV_707,2025-01-10 18:40:00,2025-01-10,18,TXN_100555
479,CASH_OUT,91.25,C1021481,768.85,677.6,C2010325,0.0,91.25,0,0,DEV_371,2025-01-20 23:53:00,2025-01-20,23,TXN_100352
540,PAYMENT,219.89,C1028730,0.0,0.0,M1008203,0.0,0.0,0,0,DEV_227,2025-01-23 12:51:00,2025-01-23,12,TXN_100627
557,TRANSFER,5122.31,C1009159,11619.09,6496.78,M1013275,49949.4,55071.71,0,0,DEV_980,2025-01-24 05:44:00,2025-01-24,5,TXN_100323
636,CASH_OUT,792321.97,C1029109,793504.35,0.0,M1005747,51880.27,844202.23,1,0,DEV_294,2025-01-27 12:05:00,2025-01-27,12,TXN_100508
20,PAYMENT,96.45,C1012089,771.23,674.78,M1010358,49131.71,49131.71,0,0,DEV_596,2025-01-01 20:47:00,2025-01-01,20,TXN_100485
433,CASH_OUT,2490.32,C1020581,0.0,0.0,M1002270,16559.34,19049.65,0,0,DEV_206,2025-01-19 01:36:00,2025-01-19,1,TXN_100576
43,PAYMENT,33.37,C1005090,0.0,0.0,M1014553,25563.43,25563.43,0,0,DEV_642,2025-01-02 19:08:00,2025-01-02,19,TXN_100433
458,CASH_OUT,900.14,C1009877,7099.53,6199.39,M1002824,7779.76,8679.91,0,0,DEV_881,2025-01-20 02:06:00,2025-01-20,2,TXN_100006
118,TRANSFER,90.44,C1005227,334.53,244.09,M1000500,39165.67,39256.11,0,0,DEV_911,2025-01-05 22:43:00,2025-01-05,22,TXN_100055
459,CASH_OUT,536656.35,C1012061,536822.88,0.0,M1004024,45036.08,581692.43,1,0,DEV_274,2025-01-20 03:07:00,2025-01-20,3,TXN_100230
87,CASH_OUT,76.46,C1028190,210.49,134.03,C2001862,0.0,76.46,0,0,DEV_453,2025-01-04 15:37:00,2025-01-04,15,TXN_100299
309,CASH_OUT,1603.69,C1016971,3298.43,1694.74,M1007574,0.0,1603.69,0,0,DEV_914,2025-01-13 21:40:00,2025-01-13,21,TXN_100206
72,CASH_OUT,383713.24,C1005341,385486.97,0.0,M1011622,93393.9,477107.15,1,0,DEV_402,2025-01-04 00:35:00,2025-01-04,0,TXN_100565
305,CASH_IN,661.18,C1019473,3560.44,4221.61,C2003368,0.0,661.18,0,0,DEV_754,2025-01-13 17:48:00,2025-01-13,17,TXN_100226
311,PAYMENT,393.44,C1007250,0.0,0.0,M1013668,16635.22,16635.22,0,0,DEV_587,2025-01-13 23:52:00,2025-01-13,23,TXN_100475
300,TRANSFER,732.03,C1021087,0.0,0.0,C2008468,47761.04,48493.06,0,0,DEV_464,2025-01-13 12:50:00,2025-01-13,12,TXN_100205
623,PAYMENT,22.22,C1026874,129.88,107.66,C2000885,20460.23,20460.23,0,0,DEV_849,2025-01-26 23:36:00,2025-01-26,23,TXN_100084
130,TRANSFER,98.72,C1002927,646.34,547.62,C2012351,0.0,98.72,0,0,DEV_466,2025-01-06 10:44:00,2025-01-06,10,TXN_100175
126,TRANSFER,1345.04,C1027162,5895.23,4550.19,M1006656,0.0,1345.04,0,0,DEV_115,2025-01-06 06:03:00,2025-01-06,6,TXN_100633
492,PAYMENT,244.33,C1000871,1648.06,1403.73,M1005590,0.0,0.0,0,0,DEV_909,2025-01-21 12:17:00,2025-01-21,12,TXN_100589
75,CASH_OUT,1014.93,C1024782,2215.79,1200.87,M1011022,199.38,1214.31,0,0,DEV_628,2025-01-04 03:58:00,2025-01-04,3,TXN_100473
238,PAYMENT,214.98,C1019850,0.0,0.0,C2009288,16991.32,16991.32,0,0,DEV_214,2025-01-10 22:49:00,2025-01-10,22,TXN_100114
364,CASH_OUT,511.83,C1021769,3357.06,2845.24,M1006741,0.0,511.83,0,0,DEV_966,2025-01-16 04:05:00,2025-01-16,4,TXN_100438
734,PAYMENT,139.28,C1014160,1182.62,1043.35,C2009078,25900.86,25900.86,0,0,DEV_558,2025-01-31 14:57:00,2025-01-31,14,TXN_100293
249,PAYMENT,10.5,C1000233,80.38,69.88,M1013106,0.0,0.0,0,0,DEV_428,2025-01-11 09:35:00,2025-01-11,9,TXN_100418
140,TRANSFER,40.13,C1025153,0.0,0.0,M1005357,0.0,40.13,0,0,DEV_522,2025-01-06 20:24:00,2025-01-06,20,TXN_100580
126,CASH_OUT,1272.34,C1009536,0.0,0.0,C2003980,0.0,1272.34,0,0,DEV_528,2025-01-06 06:04:00,2025-01-06,6,TXN_100357
295,TRANSFER,205.41,C1006467,0.0,0.0,C2009190,0.0,205.41,0,0,DEV_644,2025-01-13 07:08:00,2025-01-13,7,TXN_100201
418,PAYMENT,622.85,C1002518,4269.71,3646.85,M1001555,19623.99,19623.99,0,0,DEV_315,2025-01-18 10:41:00,2025-01-18,10,TXN_100455
428,CASH_IN,267.12,C1015162,371.78,638.9,C2008916,33826.29,34093.42,0,0,DEV_362,2025-01-18 20:42:00,2025-01-18,20,TXN_100263
374,CASH_OUT,36.45,C1007231,0.0,0.0,M1005275,0.0,36.45,0,0,DEV_382,2025-01-16 14:51:00,2025-01-16,14,TXN_100530
272,DEBIT,62.65,C1006153,502.28,564.93,M1014869,37131.75,37131.75,0,0,DEV_371,2025-01-12 08:23:00,2025-01-12,8,TXN_100093
203,TRANSFER,210.04,C1021344,475.47,265.42,C2005048,27160.54,27370.59,0,0,DEV_285,2025-01-09 11:16:00,2025-01-09,11,TXN_100098
230,PAYMENT,197.11,C1015274,0.0,0.0,M1011921,45807.49,45807.49,0,0,DEV_547,2025-01-10 14:16:00,2025-01-10,14,TXN_100025
638,CASH_OUT,2363.74,C1013860,15726.18,13362.44,C2009058,11723.52,14087.25,0,0,DEV_738,2025-01-27 14:08:00,2025-01-27,14,TXN_100423
89,CASH_OUT,2197.46,C1013884,18835.32,16637.85,M1009852,20760.88,22958.34,0,0,DEV_736,2025-01-04 17:30:00,2025-01-04,17,TXN_100016
552,CASH_OUT,548957.67,C1004444,550649.17,0.0,M1004234,12193.31,561150.99,1,0,DEV_990,2025-01-24 00:55:00,2025-01-24,0,TXN_100585
72,CASH_OUT,778798.32,C1027115,782572.18,0.0,C2013413,2642.61,781440.92,1,0,DEV_679,2025-01-04 00:09:00,2025-01-04,0,TXN_100603
21,TRANSFER,200.94,C1025990,0.0,0.0,C2010509,27330.26,27531.2,0,0,DEV_903,2025-01-01 21:40:00,2025-01-01,21,TXN_100176
626,CASH_IN,157.08,C1022444,0.0,157.08,C2007753,22287.85,22444.93,0,0,DEV_546,2025-01-27 02:07:00,2025-01-27,2,TXN_100022
